blind_id,receipt,source_file,drive_file_id,card_type,evidence_linked,f676_surface_sha256,patched_surface_sha256,legacy_usefulness,legacy_evidence_traceability,legacy_explanation_specificity,legacy_actionability,legacy_safety_calibration,legacy_concision_scannability,legacy_composite,f676_proxy_usefulness,f676_proxy_evidence_traceability,f676_proxy_explanation_specificity,f676_proxy_actionability,f676_proxy_safety_calibration,f676_proxy_concision_scannability,f676_proxy_composite,patched_proxy_usefulness,patched_proxy_evidence_traceability,patched_proxy_explanation_specificity,patched_proxy_actionability,patched_proxy_safety_calibration,patched_proxy_concision_scannability,patched_proxy_composite,legacy_low_score_rationales,f676_score_basis,patched_score_basis,f676_paired_delta,patched_paired_delta
H099,natural,engine_card_045.json,1cL1A7MbbYF-pDeXK5z_ncQIHJHuuSv4q,engine_card,False,17847f6fc878dfd671a2f51f809248ebd52689e4ee4870127a94e9fc1906f95b,0ffad27719e8dfd2bd7ee3d6cbaf2b1dce6762a8691689f0d87ec8cb3e46a8ae,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H100,normal,engine_card_030.json,13_k9V5kQgCsuRUVym1c1ZtpD_D7JDkGA,engine_card,False,05c248a3e82807ca71177dd74690ff534ef0ef97f33e5ff744daee5618db9200,86d35018627e2baf49cdea42a104af1075cbbad1521a153ca9a725c7e4c63e8c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H101,natural,engine_card_030.json,1xfADK3tXIe4MiW2WwbpKvbqintAJq2XS,engine_card,False,4956b174abc49adfdcb0f0d520cc0720e7a3eaf06b5f4246db906a9206de4f47,280cbb6141f5d33349b0b2871f9e1f35c73731683e06f7989b48a861df0a9a93,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H102,natural,engine_card_023.json,1ucCGGeuuNk3hOC-u_OOCRP7IuUvPuKvv,engine_card,False,880fdd10306acf005a64bc4a84c8c85d1d5604af2bd4e75c0e19c643de2d692a,8cbbbf0c5d3c59b0ffa4a765cd349b07297e8c95517a784f07b6e0adb1c1b507,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H103,natural,engine_card_040.json,1pOhBLxoZ1Q86gn67np5QpDFAKDffuDQO,engine_card,False,a43f042639bfb623fd04016e77a4d8acff3bf0f6a2c6ccd9c56a3792f791d68c,4969ce72fb2a61b6fbb54140b0f44cf9793fa129b23e0062d719ddcb3433e029,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H104,natural,engine_card_028.json,1EN10sri8czUJw8MQeGapWa0f4rh6oIwz,engine_card,False,22fc48fa130d4810f9a95016d2b5d4cfc2bbe5adae5af9a841c130d64ad4e5d2,0a2c6b2cedad5d6ed147d394372949a6fe3b228f5b9f15ce014ea366f0e8c5cc,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H105,natural,engine_card_005.json,1wqPXPcTt_Gpp9RQ_ftia7QaOxENGqQmj,engine_card,False,36eaae0ea1490b08f019b1db82223bb8e88b64bc3fbaf7a5ce4cff984de54ad3,747109dc2380aefa9278fe79afcb93ea08c65c21e0b6206ac8be1ca302fac9c9,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H106,natural,confirmed_event_005.json,1HPqyoNwoOjg9Yc65cltILmjg-5fcslu-,confirmed_event,False,44a160a74dc5629b15f2652001754d8a778fd6d8577e37bae105c7133affb257,0b3e78483cdc6663733ffb4102c257727e55d6407caea32bd7c525b874d9faef,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H107,natural,confirmed_event_002.json,10AbD_zsrtwXr2owkAR5izySakczyarP-,confirmed_event,False,1d4144ea068203d243f7e7d121cb1c1cd2a3da0635983fbe457aa49bccf7e6c7,d9cd652f852d95055ee0c899e9f4459bd5bfccb5984489d64ddd1fc829c635e2,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H108,natural,engine_card_001.json,1GnjrNVlMPWfrY8ZCcwb1WurFxRHUY-aj,engine_card,False,fb674cbdc70368bc044f14a1e03a4b3f1446841d34aae3de0aa241192f5475a0,1a2151ea73ae06038af64248e24ce3bd531a40e20941e8a4f976a123a10cf5ce,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H109,natural,engine_card_016.json,1zN-4TuImHagREHuyDidt6MYBf6zdLY-k,engine_card,False,c9236ae2595bbefb3f0cf9f68af26f69ce14b2ef9c1b70b910129a6e0c3f56a2,28e3e8a38ad8cab5dc9bf99269e118b77bd5918c26ebe7e73b5c1c1c5ced45e8,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H110,natural,engine_card_050.json,1gl4eaG6eXZAmDbW_bRjuVH8FW_urarUe,engine_card,False,242a873dbf445edfb1f75af354f70472aaf0f3bd62e806a3a22b26b1cf111795,8f3b1e6ddbd8f77b22cb013de450c799cf5535d39a471af2a5e0c22a0fad7684,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H111,natural,engine_card_013.json,1gm7lVGbJmsgvBepMJlofsxi7fm1_iQ3j,engine_card,False,bfb3c653560807aedc61dc43814d1c7cacd392822b23edf2d0c6a028bc5deb6a,fd228df5494f293a14bd8df452da3632f8dea25d0625a8b53f8d39e4c5050cbe,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H112,natural,engine_card_041.json,1rgnp70oPSe_xaVSTl--AN018uWRnrfsT,engine_card,False,3eec8ca8339bd744266d924960e92fc7ac537b6885b9cfcb951867c64f956096,677f6b3a84208ed302f37062425b9874c95ac96e420d255377a1ea39eb0bcc47,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H113,natural,engine_card_036.json,1f39QrZrbtQqOAtui0izQ2GCFp_wfWT9x,engine_card,False,abb59b4b9ac8f6fe9a5ed4d99a5b9c39f315bbf7697a7a76b11159b33dd20f72,af91bb050670867bef32948f802c42593b02a5ff80bf6348506c930be3100ea3,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H114,normal,confirmed_event_005.json,1ERygIY4TGrFJiTpnrt3muK-Qitt4-zI6,confirmed_event,True,15e2682d4e45bb4255fbea9f861143227ae178a1d4b1127f96ec5d8596782cc5,2fbaa2b20b8bf5c00258dbae813ce48b55003b5eb08bfc63c2b33f415bb54159,2,3,2,1,2,2,2.05,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers. | Concision=2: the raw-reference list is too long to scan as presented.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.65,2.0
H115,normal,engine_card_002.json,1jJDGwW9t1-hSwKHcsb_iH_fQQn0P64Q2,engine_card,False,baad4dc224b04ad0b979b4e229d128f2c5aa13b12093e191fc14585fb4837a32,662a7b58547e349d8f6cfe6dbfc057d601a42292c6bba4bac9cbcf56f8806789,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H116,natural,confirmed_event_006.json,1fM1slmBMrsGjzSPvbJv7DqWiLKfp3uyd,confirmed_event,True,7c06a289603796429881bfaad8a2396bafefd9f98d7e9dd4fb229f2d16407f74,014d7b9b6ff7a02b3957e7f27c0784cb8c1871780e62ec7e2f5fce290375532e,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H117,normal,engine_card_037.json,1YU-1fTAoOzAZ7MEb1uqBXdR_3bfetPRI,engine_card,False,86a23a2305c9da128490b5df7136e0408f704ea0a317271297071a3882dec742,19e386d4f580c847b7d31b26fa59d717803620976e374f8839dfeafe5b7b958e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H118,normal,engine_card_035.json,1wCcqgbTrpK6vqE9U1ei0wkW4NCVcGvFw,engine_card,False,604b0af6b5b9a6bb0f0c72d0fdf3aa44cf17a013e8cfff81545f77519c6d8389,4621f917cc1dca562d27ff03e6d8b8cad59756fafa8acd7461cfcc1bbe42974c,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H119,natural,engine_card_052.json,109IvBJpxUEV_LIp4XYA8z8AKD27cT-L5,engine_card,False,f871f81ec9d0bd4a091c345dc27fd5d3f0d26882e753ebd682edcab3b13af6c3,67f601bc369e752aafd2c2d484efc1b2040393cd698400eb002bb57d975f51dd,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H120,natural,confirmed_event_013.json,1hKb9XK6I8Tu8We8LsWR4VrFsWPrAWInv,confirmed_event,False,f65320d6dbfc7a7fefce5cc3a0eb927ad6f71817e3d659bbc792284221910b30,21f0c6f20f1200533022c4bc31ca661b6a9c16063e7f620cce5e419a63eb7e0d,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H121,natural,engine_card_015.json,1pKQa_o9AyNxeZWldGYkEeepxTCoyme1h,engine_card,False,7b4f58bcfb8ad5c2d821f2d705683b4fcaa7bf97d61a3df89bbdf873e26fe1fc,f3fcbd31324b746d185940457c94f44c19fac9903c5edd1522c42e5b02b3581e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H122,natural,engine_card_031.json,1_x79vS7QZPxMS91TTzqEqZDHh6jck2KI,engine_card,False,187c4267842555d4a655f454d3a2b26627a92240a40df3b1a68a28c9063e6b1b,581ed7676132d31a2b5027a85289723fc0d762ca69016d9c9fd64b9d82c9b780,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H123,normal,engine_card_045.json,1mGuNlO811m7wdbEgknXMBv-Xp2zBURPo,engine_card,False,10569ed4342a9b97a33e549ee1947c3f6bcd67d7d32472bef68d624ace7e45aa,38608364c619b12c3e83d8d512df2960bc8047c7176c86001eef22f93b84e53f,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H124,normal,engine_card_058.json,1T5kzCWQVxl_4vyf5rdN0Gdv7ujtgRcKB,engine_card,False,10c9e863e04a69e580fbd27a1174ed12656831b4fc977ca9d59cdc81d55a00fc,4a86230dfb68189ace9262747d7532898f8bdd470369119d6df1d6f15167a9a0,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H125,natural,engine_card_008.json,1kDZulDcYXwxPa2d72YVgUxkDq_nJRULo,engine_card,False,5a7529b0ea7be8916f3c387de68108d7e64c33c7012f8704993a23a5bfe620f9,06dcfebc90bd76949fb6d951e4d3a19e3cd70d0630ae937e5c4a6cc5f8af8504,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H126,normal,confirmed_event_012.json,1OsBdj5m3HDLsXHQtHCAZG8A84LE9jPmn,confirmed_event,False,93f308e1bba767c33c082c4ac9d57e7cafd2d18444ad108a79581f65a587ae7d,3cac4cb66bb45b14e38d15290929cc25ccd03ae9e7315a994fe9bf171d416573,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H127,natural,engine_card_026.json,16SGsTDr2vldVHCmkfJ4-lhNeo8Sx-i_s,engine_card,False,24d7d18a5210718becdcac4e1769c4cfaf40ef36cde7d4aa73eb21f8e46f942b,9122d97acc9ae734cd1b341964a402da51fca3690f234d3d91096b119f6dd677,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H128,natural,engine_card_027.json,1hucCf3JTbHFKKYSvq5zU_e5utvaZJXsY,engine_card,False,74d702cc99bb609bb22ba81c8dbedae34daaa3b45fbbc219c47efe7df140a9bf,405ae035c2da2f850d59e94c40398951d54a267ee5ee71493a8d086bd1d4a7cc,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H129,natural,confirmed_event_020.json,1YMSAEEP_rUwbzmxxUSIj1VGRST0veOU8,confirmed_event,False,2ce9d0afb51fabd56e2b71e5381966a93a9e78b6a2abfbd35f456abca22962a3,5ea2de2993209c99da489a3977733fbb822a7c9c3eaf889494539666fb3bcdb8,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H130,natural,confirmed_event_004.json,1QMkNkphzmzNGXRuy_2HC6K7euhebWxTF,confirmed_event,False,8fd78e1e508e23d604eb884a9e503570818565c46f9e51b79d3d44632b36a8dc,a78e32a95e67bc652b3dc610d013c0776cb4012852006490496deab50135a782,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
